Datetime,PM2.5,PM10,NO,NO2,NOx,CO,O3,Benzene,Toluene,AQI,AQI_Bucket
2021-06-24,10.0,58.6,56.1,107.0,15.6,7.41,169.3,18.12,13.48,201.8,Poor
2021-06-25,386.6,431.7,166.6,58.3,189.7,8.86,182.9,2.37,9.22,454.9,Severe
2021-06-26,292.7,430.2,14.7,62.5,225.8,1.3,87.3,3.79,15.87,417.6,Severe
2021-06-27,67.9,427.9,125.2,52.9,1.0,7.09,151.0,18.45,8.04,397.4,Very Poor
2021-06-28,421.8,36.6,56.2,39.0,152.6,0.06,166.3,9.69,6.33,468.9,Severe
2021-06-29,473.7,346.8,78.1,107.3,86.4,5.8,31.3,4.71,14.12,489.5,Severe
2021-06-30,497.2,435.2,44.8,11.7,215.4,4.88,55.5,4.22,11.45,498.9,Severe
2021-07-01,458.1,368.6,174.6,104.0,22.2,5.93,182.4,13.34,5.67,483.3,Severe
2021-07-02,180.8,536.1,157.9,118.5,188.8,8.73,100.4,7.38,2.24,462.6,Severe
2021-07-03,419.5,318.6,21.8,61.6,18.1,9.6,86.2,14.92,12.54,468.0,Severe
2021-07-04,302.7,391.3,169.3,48.6,229.2,4.13,185.0,6.43,26.29,421.6,Severe
2021-07-05,391.9,73.0,82.8,146.5,181.8,8.12,22.0,16.17,11.86,457.0,Severe
2021-07-06,340.1,280.7,26.8,68.8,39.4,1.5,78.4,16.89,28.37,436.4,Severe
2021-07-07,256.7,83.2,194.0,26.1,54.6,3.57,92.2,5.9,23.39,403.3,Severe
2021-07-08,430.1,107.1,79.9,28.6,181.6,4.9,107.6,16.66,21.11,472.2,Severe
2021-07-09,195.0,225.4,184.9,31.7,201.7,9.77,194.6,7.54,4.37,357.8,Very Poor
2021-07-10,487.9,299.3,168.8,10.9,206.1,1.72,177.7,8.4,25.27,495.2,Severe
2021-07-11,266.8,548.5,79.9,121.7,30.0,3.81,12.7,8.22,28.68,469.8,Severe
2021-07-12,8.7,159.7,37.9,2.4,236.9,5.85,191.7,4.97,3.9,258.6,Poor
2021-07-13,430.6,343.0,191.8,6.7,169.2,3.31,144.6,13.8,16.97,472.4,Severe
2021-07-14,7.3,492.8,125.5,132.7,122.1,9.47,146.1,6.16,24.43,437.2,Severe
2021-07-15,154.4,273.3,90.0,63.4,112.9,3.2,163.6,15.02,23.37,326.6,Very Poor
2021-07-16,319.1,106.8,74.4,101.8,144.1,9.66,26.9,5.45,1.19,428.1,Severe
2021-07-17,86.4,333.2,103.6,27.4,207.6,8.95,38.2,18.08,4.86,283.2,Poor
2021-07-18,249.7,212.9,177.6,81.8,5.0,2.2,83.0,7.2,16.55,399.8,Very Poor
2021-07-19,389.8,453.9,167.5,130.3,98.8,7.99,197.9,15.6,12.41,456.2,Severe
2021-07-20,205.5,142.7,75.2,96.6,115.7,8.41,132.6,16.62,26.97,365.8,Very Poor
2021-07-21,218.2,510.0,50.6,117.3,194.9,0.89,193.1,6.87,10.26,447.3,Severe
2021-07-22,254.9,339.6,65.6,144.4,204.6,9.49,24.1,16.31,17.54,402.6,Severe
2021-07-23,435.3,517.1,20.2,67.6,108.3,9.92,52.2,16.03,3.71,474.3,Severe
2021-07-24,289.4,202.8,11.8,135.3,154.3,6.34,39.3,0.87,28.97,416.3,Severe
2021-07-25,313.7,297.7,146.0,79.5,208.5,9.55,52.1,10.9,5.44,425.9,Severe
2021-07-26,263.6,53.2,49.8,93.3,24.5,9.32,16.2,6.83,27.88,406.0,Severe
2021-07-27,125.0,261.7,134.6,146.6,13.4,6.93,58.9,3.8,17.65,304.1,Very Poor
2021-07-28,390.6,37.1,24.7,76.8,239.5,5.4,12.2,14.26,16.13,456.5,Severe
2021-07-29,450.0,380.2,166.8,32.5,91.1,0.98,163.9,13.69,13.7,480.1,Severe
2021-07-30,54.0,0.4,105.4,104.5,204.9,9.42,2.5,4.23,19.62,224.9,Poor
2021-07-31,392.4,513.9,46.9,14.2,65.2,1.95,27.1,18.47,28.63,457.2,Severe
2021-08-01,8.3,378.2,133.3,117.7,39.9,1.9,7.5,11.8,23.77,335.1,Very Poor
2021-08-02,104.8,489.7,149.0,88.1,234.2,4.11,162.3,13.19,25.97,435.4,Severe
2021-08-03,301.5,16.1,21.7,135.6,37.8,7.72,45.3,12.35,24.62,421.1,Severe
2021-08-04,400.3,598.3,47.9,98.4,179.7,3.04,109.7,16.71,17.59,499.0,Severe
2021-08-05,175.4,177.3,16.4,21.3,65.1,3.27,16.1,0.7,10.71,342.7,Very Poor
2021-08-06,23.1,550.8,99.6,30.7,146.5,0.32,24.5,14.22,21.63,471.2,Severe
2021-08-07,454.3,121.8,105.4,66.6,74.8,0.91,95.8,9.13,18.32,481.8,Severe
2021-08-08,272.0,9.3,89.1,78.4,44.2,1.32,156.9,8.27,25.61,409.3,Severe
2021-08-09,37.0,73.8,67.4,144.8,122.3,9.84,173.4,7.47,24.24,212.2,Poor
2021-08-10,492.0,220.2,185.6,130.5,39.3,9.01,199.3,17.06,12.96,496.8,Severe
2021-08-11,176.0,435.1,81.3,86.0,115.1,8.04,180.9,12.38,28.96,403.4,Severe
2021-08-12,37.0,178.3,7.8,81.0,170.3,5.33,57.0,0.44,28.06,190.3,Moderate
2021-08-13,62.9,345.8,74.6,0.2,225.5,8.59,5.5,2.41,2.35,295.8,Poor
2021-08-14,447.3,14.9,77.2,4.2,95.3,1.43,71.9,16.92,29.02,479.0,Severe
2021-08-15,261.1,378.7,79.5,88.4,125.9,6.03,157.1,6.5,3.08,405.0,Severe
2021-08-16,492.7,357.7,108.8,85.6,148.6,0.58,142.8,15.64,8.37,497.1,Severe
2021-08-17,329.5,411.1,58.3,85.3,125.2,7.17,21.8,10.03,27.02,432.2,Severe
2021-08-18,383.3,308.5,126.2,44.4,60.6,9.19,113.7,12.17,4.76,453.6,Severe
2021-08-19,488.5,310.2,134.0,87.9,42.9,7.89,31.3,3.62,21.6,495.4,Severe
2021-08-20,330.7,7.5,100.0,88.2,99.8,4.17,199.2,12.53,26.17,432.7,Severe
2021-08-21,257.2,574.1,85.1,122.8,77.8,0.14,84.2,18.28,12.33,484.8,Severe
2021-08-22,396.1,23.1,127.6,69.7,167.4,0.12,132.6,12.05,2.37,458.7,Severe
2021-08-23,171.6,7.6,4.0,135.3,211.7,9.97,5.3,6.75,26.43,339.8,Very Poor
2021-08-24,347.8,95.7,75.1,2.5,146.3,8.07,83.9,8.22,15.44,439.5,Severe
2021-08-25,403.5,461.7,40.0,28.2,136.9,7.18,153.8,15.72,23.77,461.6,Severe
2021-08-26,485.5,374.9,106.8,62.6,32.4,9.9,125.8,11.73,21.5,494.2,Severe
2021-08-27,265.5,443.6,59.6,6.9,65.9,9.54,191.7,19.34,0.01,408.4,Severe
2021-08-28,84.0,28.2,37.2,58.6,195.5,9.78,193.1,8.76,2.3,262.2,Poor
2021-08-29,287.8,476.5,106.5,58.7,74.1,2.46,152.2,15.68,1.24,427.7,Severe
2021-08-30,401.5,515.5,114.0,63.6,63.0,1.34,72.6,18.68,13.34,460.8,Severe
2021-08-31,286.4,148.3,46.9,55.7,13.8,5.91,156.5,8.12,16.4,415.1,Severe
2021-09-01,365.3,203.7,194.6,52.3,63.1,3.09,182.4,14.21,18.46,446.4,Severe
2021-09-02,455.2,519.7,89.1,41.9,102.1,6.63,184.7,12.27,29.17,482.2,Severe
2021-09-03,266.6,166.9,18.2,100.2,214.9,3.76,33.4,11.13,6.52,407.2,Severe
2021-09-04,374.1,286.4,76.8,148.9,41.2,9.91,53.1,5.14,26.88,449.9,Severe
2021-09-05,107.4,434.6,61.6,131.1,104.1,0.07,85.1,2.33,5.31,403.1,Severe
2021-09-06,349.9,414.8,74.4,72.4,112.7,7.34,156.4,18.63,2.53,440.3,Severe
2021-09-07,77.6,491.9,196.1,67.7,45.3,4.52,97.9,14.38,2.15,436.7,Severe
2021-09-08,424.4,314.9,126.6,104.2,82.2,0.95,61.7,8.19,3.9,469.9,Severe
2021-09-09,215.3,255.0,131.5,127.3,3.5,8.8,115.2,5.43,6.09,373.4,Very Poor
2021-09-10,43.6,170.2,143.2,111.1,31.2,8.98,103.4,1.99,28.63,187.2,Moderate
2021-09-11,171.0,548.9,66.3,99.3,102.8,1.41,49.9,13.9,20.23,470.1,Severe
2021-09-12,323.6,250.6,87.1,96.3,3.2,1.6,132.9,8.71,0.27,429.9,Severe
2021-09-13,152.2,166.1,181.3,95.5,131.8,5.67,127.5,11.37,3.47,324.9,Very Poor
2021-09-14,149.7,132.3,100.0,19.8,32.0,3.3,113.8,5.27,17.26,323.0,Very Poor
2021-09-15,343.9,54.3,21.5,72.1,85.9,7.58,8.9,15.79,9.71,437.9,Severe
2021-09-16,385.3,422.3,198.5,3.8,212.3,8.74,92.0,5.27,27.78,454.4,Severe
2021-09-17,471.6,538.3,59.3,113.9,115.5,7.93,162.5,4.48,16.62,488.7,Severe
2021-09-18,190.0,525.8,186.7,35.1,242.2,4.0,138.0,19.61,1.7,456.5,Severe
2021-09-19,208.7,139.4,30.8,101.0,122.9,7.26,45.9,13.59,26.55,368.3,Very Poor
2021-09-20,331.2,92.9,163.3,101.4,94.4,6.65,197.1,7.54,19.48,432.9,Severe
2021-09-21,365.9,236.0,69.0,81.9,28.6,2.35,182.7,7.12,3.59,446.7,Severe
2021-09-22,290.3,502.7,120.4,65.1,206.5,6.17,39.3,4.63,21.42,443.0,Severe
2021-09-23,314.9,216.4,176.0,86.3,245.5,6.21,5.6,8.71,16.75,426.4,Severe
2021-09-24,286.1,42.3,191.4,63.4,1.1,2.51,10.8,19.47,26.68,415.0,Severe
2021-09-25,22.3,587.3,128.0,55.6,94.7,0.13,120.0,14.22,19.38,492.6,Severe
2021-09-26,152.1,105.4,93.9,29.9,138.9,0.42,85.3,4.22,0.69,324.9,Very Poor
2021-09-27,7.4,344.1,157.3,33.2,139.8,7.48,15.7,10.77,25.2,294.1,Poor
2021-09-28,3.6,44.1,75.7,91.0,108.7,4.33,172.6,13.25,19.91,210.1,Poor
2021-09-29,63.7,347.4,37.1,81.7,177.9,6.97,164.2,15.72,23.14,297.4,Poor
2021-09-30,158.6,290.0,131.2,7.6,46.8,2.65,169.3,12.88,29.17,329.9,Very Poor
2021-10-01,209.1,53.0,106.6,69.4,60.5,8.97,117.8,3.67,22.44,368.6,Very Poor
2021-10-02,217.0,226.7,17.8,9.8,36.1,7.16,180.3,19.9,22.58,374.7,Very Poor
2021-10-03,248.7,543.1,130.5,90.8,66.1,5.25,101.1,8.11,19.55,466.7,Severe
2021-10-04,446.6,120.9,70.7,55.9,137.9,7.65,35.9,2.38,20.63,478.8,Severe
2021-10-05,441.7,223.9,91.8,79.4,224.2,7.29,156.1,18.85,9.8,476.8,Severe
2021-10-06,265.8,434.8,182.9,29.4,139.8,5.02,9.3,1.54,0.68,406.9,Severe
2021-10-07,152.6,71.3,22.2,54.3,65.2,8.51,178.5,5.65,3.25,325.3,Very Poor
2021-10-08,335.2,137.6,65.4,44.4,119.5,1.93,178.1,0.72,4.12,434.5,Severe
2021-10-09,416.7,421.3,128.8,75.8,52.6,3.46,122.3,12.12,13.6,466.9,Severe
2021-10-10,120.8,476.4,177.5,62.6,181.8,2.21,132.9,3.68,24.0,427.6,Severe
2021-10-11,382.9,84.6,122.0,109.8,22.3,6.45,67.3,16.87,26.61,453.4,Severe
2021-10-12,457.3,173.1,120.0,146.9,49.9,5.26,5.7,1.83,18.05,483.0,Severe
2021-10-13,17.1,242.8,18.8,64.1,14.7,5.07,186.0,17.03,27.97,244.2,Poor
2021-10-14,329.7,592.1,87.5,23.7,98.7,8.24,172.5,8.24,22.03,495.4,Severe
2021-10-15,328.5,449.2,195.7,92.5,138.3,7.17,88.7,2.68,1.15,431.8,Severe
2021-10-16,10.1,153.3,107.8,110.3,243.9,3.36,91.2,3.86,10.89,263.9,Poor
2021-10-17,397.1,149.6,81.2,111.0,81.3,3.97,19.4,0.99,6.63,459.1,Severe
2021-10-18,210.9,83.9,19.3,34.1,128.3,6.06,83.7,17.68,1.23,370.0,Very Poor
2021-10-19,442.5,192.6,78.3,41.3,177.2,9.42,47.4,7.62,23.37,477.1,Severe
2021-10-20,255.9,63.8,14.9,102.1,23.6,0.52,66.6,1.15,27.64,402.9,Severe
2021-10-21,2.7,552.0,98.9,129.4,74.4,7.47,39.4,15.23,18.08,471.9,Severe
2021-10-22,260.1,516.2,39.8,136.5,215.7,1.53,17.2,16.23,1.9,450.9,Severe
2021-10-23,100.4,541.7,173.5,2.3,5.2,9.57,55.4,8.13,13.36,465.8,Severe
2021-10-24,401.4,491.6,122.7,55.9,214.8,7.4,23.2,13.66,17.16,460.8,Severe
2021-10-25,132.0,85.9,132.2,94.8,156.7,5.16,9.1,9.95,1.85,309.4,Very Poor
2021-10-26,161.7,560.3,125.2,81.7,230.1,3.98,81.7,15.6,11.71,476.7,Severe
2021-10-27,123.9,29.2,54.2,8.1,89.1,8.98,55.0,13.74,24.07,303.2,Very Poor
2021-10-28,25.1,457.8,150.6,45.8,25.6,1.76,143.0,0.33,6.84,416.7,Severe
2021-10-29,203.8,428.7,49.2,25.4,81.6,2.08,127.1,13.88,18.0,398.4,Very Poor
2021-10-30,195.1,331.7,52.0,103.0,176.0,4.74,66.9,17.25,5.36,357.9,Very Poor
2021-10-31,260.8,75.4,140.3,53.5,84.1,3.89,110.4,12.16,19.16,404.9,Severe
2021-11-01,236.9,474.9,196.8,129.7,135.9,9.11,147.8,8.44,16.5,426.7,Severe
2021-11-02,107.0,118.6,150.7,19.9,178.8,4.55,57.1,11.8,0.2,255.6,Poor
2021-11-03,425.8,298.0,149.6,136.8,152.1,2.31,154.3,8.8,24.74,470.5,Severe
2021-11-04,171.4,440.5,187.1,136.0,112.3,5.18,37.6,10.56,21.92,406.6,Severe
2021-11-05,439.0,13.7,143.8,69.9,55.7,5.89,33.5,11.34,14.58,475.7,Severe
2021-11-06,282.0,240.5,124.0,18.1,130.9,4.05,113.2,19.94,18.74,413.3,Severe
2021-11-07,55.2,4.9,124.3,133.8,211.6,3.27,110.6,15.45,19.53,231.6,Poor
2021-11-08,285.3,361.7,37.0,46.1,22.3,1.14,13.9,9.71,28.69,414.6,Severe
2021-11-09,425.8,588.8,30.5,7.6,97.3,1.11,49.4,2.74,15.76,493.4,Severe
2021-11-10,456.7,562.8,151.3,104.6,186.1,0.13,176.9,7.3,8.7,482.8,Severe
2021-11-11,413.4,372.4,182.2,13.3,195.7,9.76,99.8,18.71,2.23,465.6,Severe
2021-11-12,258.2,361.5,148.8,125.2,5.5,7.0,35.0,10.52,19.82,403.9,Severe
2021-11-13,236.5,446.5,34.7,87.9,90.9,2.71,128.1,11.45,0.08,410.1,Severe
2021-11-14,415.2,500.7,49.9,6.6,248.1,8.32,124.1,15.34,5.7,466.3,Severe
2021-11-15,147.4,103.8,45.6,2.2,131.2,8.21,104.6,19.9,16.0,321.3,Very Poor
2021-11-16,66.6,96.0,130.9,92.3,39.3,6.25,78.1,17.93,2.68,153.0,Moderate
2021-11-17,378.8,218.2,53.5,83.9,170.9,2.92,135.3,7.99,25.67,451.8,Severe
2021-11-18,214.2,386.3,6.7,20.7,160.1,5.34,68.2,18.21,7.03,372.5,Very Poor
2021-11-19,101.3,66.8,168.3,147.7,125.7,9.04,38.7,9.16,0.79,236.2,Poor
2021-11-20,484.6,342.4,108.0,38.6,125.3,9.83,175.5,5.97,2.38,493.9,Severe
2021-11-21,190.9,63.7,150.5,83.1,221.9,9.64,172.3,16.47,9.15,354.6,Very Poor
2021-11-22,320.2,576.6,91.3,126.5,97.9,5.79,81.3,6.89,6.38,486.3,Severe
2021-11-23,256.9,342.6,126.3,78.0,224.1,9.45,84.3,12.6,29.88,403.3,Severe
2021-11-24,334.2,410.5,93.0,71.8,8.8,4.86,39.8,12.01,7.75,434.1,Severe
2021-11-25,198.0,315.2,178.7,60.6,115.1,3.26,148.3,8.62,8.7,360.1,Very Poor
2021-11-26,52.8,285.5,65.0,122.1,64.2,3.69,134.5,6.57,8.03,235.5,Poor
2021-11-27,209.7,41.1,17.6,25.2,46.1,1.41,187.2,13.95,25.96,369.1,Very Poor
2021-11-28,218.6,18.8,30.7,134.4,79.2,9.13,148.0,18.46,21.34,375.9,Very Poor
2021-11-29,376.0,329.5,56.9,18.0,50.5,7.83,38.5,18.53,10.97,450.7,Severe
2021-11-30,210.5,549.8,177.6,73.3,117.7,9.4,55.3,2.2,15.65,470.6,Severe
2021-12-01,377.0,599.5,69.9,93.0,12.0,0.87,93.9,15.25,6.54,499.7,Severe
2021-12-02,377.9,190.9,165.1,10.1,221.4,10.0,7.6,14.84,2.81,451.5,Severe
2021-12-03,351.5,414.0,126.5,100.3,236.2,5.11,180.3,1.06,11.8,441.0,Severe
2021-12-04,220.1,128.4,196.8,125.6,161.1,5.48,165.1,10.5,22.72,377.1,Very Poor
2021-12-05,300.3,361.1,34.3,101.3,94.8,6.27,53.0,13.28,8.89,420.6,Severe
2021-12-06,88.9,33.7,102.5,66.9,134.9,1.54,122.9,8.53,15.76,196.2,Moderate
2021-12-07,458.3,572.7,50.4,14.0,0.4,7.02,176.7,14.29,10.54,484.0,Severe
2021-12-08,58.0,95.4,33.9,93.1,85.4,6.97,153.3,18.22,2.8,178.3,Moderate
2021-12-09,265.8,24.5,146.3,136.1,100.6,7.29,43.5,13.93,10.34,406.9,Severe
2021-12-10,400.2,435.7,27.9,128.0,221.3,3.35,170.9,2.91,20.43,460.3,Severe
2021-12-11,133.3,62.4,85.3,89.7,162.4,2.21,36.5,10.6,28.85,310.4,Very Poor
2021-12-12,119.6,459.3,167.2,72.0,122.8,1.83,95.2,12.52,25.31,417.6,Severe
2021-12-13,319.7,382.3,73.6,79.4,178.8,8.67,96.1,3.51,9.17,428.3,Severe
2021-12-14,304.5,353.7,135.9,37.5,40.9,6.8,27.2,5.47,24.93,422.3,Severe
2021-12-15,305.2,34.2,72.9,110.2,104.7,3.13,38.5,11.06,9.3,422.5,Severe
2021-12-16,293.3,64.9,18.8,24.5,7.7,7.16,182.5,6.38,22.77,417.8,Severe
2021-12-17,59.7,213.8,162.5,30.1,221.0,7.65,106.0,19.35,7.04,241.0,Poor
2021-12-18,369.3,121.3,62.2,111.4,48.8,6.73,130.2,1.02,9.57,448.0,Severe
2021-12-19,55.1,528.4,135.4,46.3,195.8,7.4,162.5,6.41,2.0,458.1,Severe
2021-12-20,58.9,34.4,170.8,118.9,58.3,1.14,10.8,1.89,19.2,98.1,Satisfactory
2021-12-21,387.3,587.4,26.4,83.4,218.3,1.33,122.9,9.92,14.81,492.6,Severe
2021-12-22,178.4,351.5,115.1,118.3,51.4,8.9,103.4,14.08,10.83,345.1,Very Poor
2021-12-23,452.5,556.4,120.1,44.7,45.9,2.14,18.9,7.9,26.01,481.1,Severe
2021-12-24,17.8,55.2,135.2,12.1,173.5,8.29,80.2,4.16,3.18,193.5,Moderate
2021-12-25,252.0,24.3,27.3,86.9,191.4,4.85,172.9,12.17,11.29,401.4,Severe
2021-12-26,413.7,549.9,71.6,110.0,47.3,9.84,60.6,18.84,28.29,470.7,Severe
2021-12-27,387.1,551.2,107.4,9.1,223.9,9.52,118.0,18.87,21.75,471.4,Severe
2021-12-28,26.8,7.9,186.6,2.2,162.2,6.25,178.2,17.62,11.8,224.4,Poor
2021-12-29,346.7,229.1,189.1,120.1,30.4,4.05,102.9,19.77,23.26,439.0,Severe
2021-12-30,481.8,223.9,120.7,30.2,127.4,2.16,54.7,17.63,14.95,492.8,Severe
2021-12-31,78.7,304.4,169.4,59.3,136.4,0.44,152.3,10.53,12.8,254.4,Poor
2022-01-01,111.9,265.6,157.7,21.3,170.4,2.11,49.2,13.16,5.23,272.3,Poor
2022-01-02,91.6,222.3,73.4,69.3,79.7,2.67,69.5,7.45,13.97,203.0,Poor
2022-01-03,128.3,294.0,127.6,18.8,91.6,5.84,51.0,16.98,13.14,306.6,Very Poor
2022-01-04,169.1,263.2,180.2,20.3,161.3,1.51,71.2,18.84,7.12,337.9,Very Poor
2022-01-05,296.2,395.9,137.1,14.7,35.2,2.91,106.7,16.26,5.81,419.0,Severe
2022-01-06,234.0,0.6,1.8,66.1,226.5,9.06,163.3,8.43,25.52,387.7,Very Poor
2022-01-07,319.7,305.0,31.9,37.5,203.6,6.4,108.6,14.36,5.59,428.3,Severe
2022-01-08,98.6,506.1,129.1,104.7,225.9,9.61,145.4,17.72,6.92,445.0,Severe
2022-01-09,456.4,72.5,140.0,146.9,8.9,6.8,178.4,4.35,5.76,482.7,Severe
2022-01-10,355.6,367.4,189.2,113.1,81.3,7.17,116.2,4.07,14.23,442.6,Severe
2022-01-11,301.1,592.0,73.5,33.3,41.7,2.58,133.9,4.22,23.56,495.3,Severe
2022-01-12,332.4,524.5,42.9,19.0,23.2,1.42,55.0,19.89,13.06,455.8,Severe
2022-01-13,162.2,87.3,187.0,146.8,64.2,4.23,144.4,16.12,28.81,332.6,Very Poor
2022-01-14,312.1,318.7,171.3,118.1,38.9,5.4,128.9,2.24,28.66,425.3,Severe
2022-01-15,111.7,311.2,8.5,7.8,85.8,5.55,131.4,12.41,18.56,271.7,Poor
2022-01-16,365.2,363.8,9.5,62.7,149.9,0.19,132.6,17.77,7.04,446.4,Severe
2022-01-17,240.9,225.4,80.6,52.2,100.3,0.02,72.4,0.35,20.76,393.0,Very Poor
2022-01-18,193.2,227.3,92.5,89.1,28.8,0.94,51.3,5.21,24.09,356.4,Very Poor
2022-01-19,454.9,405.7,65.0,33.1,22.2,3.92,186.8,0.65,20.11,482.1,Severe
2022-01-20,263.8,193.5,69.6,88.4,141.6,0.17,191.2,14.45,24.13,406.1,Severe
2022-01-21,150.4,408.2,30.1,124.8,123.3,7.53,145.2,10.87,19.79,372.7,Very Poor
2022-01-22,151.7,599.0,112.9,116.0,30.1,1.28,81.7,14.73,16.21,499.4,Severe
2022-01-23,351.8,18.4,152.5,120.4,80.9,6.11,147.4,13.77,1.22,441.1,Severe
2022-01-24,331.9,30.3,29.4,116.8,16.3,2.39,23.5,15.39,14.25,433.2,Severe
2022-01-25,243.4,56.8,78.9,140.3,101.4,6.39,188.3,5.15,29.07,394.9,Very Poor
2022-01-26,403.9,583.5,176.5,91.7,180.1,9.37,65.9,12.81,1.32,490.3,Severe
2022-01-27,189.5,105.7,78.1,122.0,192.3,7.61,55.6,19.89,24.96,353.6,Very Poor
2022-01-28,170.1,67.2,141.2,113.4,4.4,2.9,122.8,10.21,4.4,338.7,Very Poor
2022-01-29,482.0,470.1,61.2,130.2,70.3,6.26,158.2,7.44,18.89,492.8,Severe
2022-01-30,354.8,389.4,1.1,76.6,146.7,3.55,199.9,18.98,19.25,442.3,Severe
2022-01-31,377.8,212.6,129.3,30.7,171.7,0.39,88.1,5.51,19.95,451.4,Severe
2022-02-01,416.3,288.0,23.1,127.1,234.1,6.84,186.5,18.39,15.79,466.7,Severe
2022-02-02,219.1,465.7,92.7,1.8,138.4,8.27,21.4,0.87,16.02,421.3,Severe
2022-02-03,209.4,323.0,163.2,122.9,202.2,2.05,54.1,9.49,25.74,368.8,Very Poor
2022-02-04,342.1,345.0,86.4,118.2,139.4,1.48,118.4,4.25,22.45,437.2,Severe
2022-02-05,76.5,589.3,97.7,51.3,213.4,8.72,159.1,0.14,27.41,493.7,Severe
2022-02-06,212.3,356.6,1.2,1.7,186.9,9.81,92.8,6.66,13.68,371.1,Very Poor
2022-02-07,477.7,46.8,77.5,25.7,10.4,1.26,193.4,7.42,1.35,491.1,Severe
2022-02-08,257.8,235.8,106.9,48.1,72.6,4.42,118.4,3.41,18.44,403.7,Severe
2022-02-09,348.7,132.6,192.1,139.6,228.9,5.94,76.5,11.65,13.91,439.8,Severe
2022-02-10,388.3,199.2,13.0,43.6,166.9,0.6,85.5,15.69,2.17,455.6,Severe
2022-02-11,277.1,326.9,4.9,20.8,55.2,8.43,86.3,1.83,12.85,411.4,Severe
2022-02-12,197.1,323.9,180.1,123.0,217.2,5.8,41.3,17.72,2.66,359.4,Very Poor
2022-02-13,190.0,385.0,102.1,139.9,240.3,9.35,90.0,17.89,11.38,354.0,Very Poor
2022-02-14,326.0,169.0,28.6,0.0,51.0,0.88,26.3,18.12,26.43,430.8,Severe
2022-02-15,210.0,121.4,12.7,96.8,55.2,2.14,53.8,0.84,25.31,369.3,Very Poor
2022-02-16,294.1,157.3,48.4,108.0,206.4,1.3,9.8,10.81,18.6,418.1,Severe
2022-02-17,464.8,238.6,76.3,117.5,142.4,7.84,135.5,15.88,14.93,486.0,Severe
2022-02-18,463.5,291.1,181.5,149.0,97.1,5.4,115.5,19.85,26.05,485.5,Severe
2022-02-19,342.3,22.9,30.0,60.2,203.2,2.65,165.4,9.75,16.47,437.3,Severe
2022-02-20,231.3,55.2,147.5,129.2,13.7,7.85,91.4,8.22,8.01,385.6,Very Poor
2022-02-21,348.8,431.6,183.5,61.2,119.5,6.14,25.8,9.07,16.42,439.9,Severe
2022-02-22,106.6,447.8,197.9,135.4,169.1,4.47,48.7,8.85,2.54,410.8,Severe
2022-02-23,406.5,199.9,59.0,138.0,74.1,4.42,179.2,7.76,20.96,462.8,Severe
2022-02-24,377.1,368.0,80.3,82.3,240.5,7.59,129.0,10.96,21.5,451.1,Severe
2022-02-25,48.0,470.4,68.5,121.1,71.0,1.84,139.7,13.32,16.09,424.1,Severe
2022-02-26,83.6,261.8,81.9,32.4,114.5,1.5,68.8,2.65,15.38,211.8,Poor
2022-02-27,131.6,98.5,20.8,109.8,3.1,3.91,55.7,11.33,18.64,309.1,Very Poor
2022-02-28,313.5,592.7,173.1,149.9,156.4,4.44,184.8,14.55,10.87,495.7,Severe
2022-03-01,300.2,374.7,156.0,27.0,52.1,9.44,86.7,6.71,18.84,420.6,Severe
2022-03-02,129.5,269.0,163.6,144.3,82.3,5.25,148.8,4.2,28.37,307.5,Very Poor
2022-03-03,98.9,97.1,63.1,38.4,193.5,4.36,167.2,2.64,27.9,228.0,Poor
2022-03-04,66.1,462.1,44.9,95.8,156.3,3.12,132.0,4.96,5.61,419.2,Severe
2022-03-05,150.0,233.8,61.6,68.5,130.1,2.6,176.0,7.38,2.27,323.3,Very Poor
2022-03-06,265.4,293.8,84.5,143.9,113.6,2.5,193.1,19.34,27.35,406.7,Severe
2022-03-07,103.3,17.4,72.2,90.9,26.0,7.29,62.8,10.29,29.42,243.0,Poor
2022-03-08,360.0,222.7,9.9,26.8,54.6,3.77,155.4,18.4,26.26,444.3,Severe
2022-03-09,397.5,151.3,44.3,26.4,88.9,6.3,16.2,2.28,23.12,459.2,Severe
2022-03-10,26.6,360.9,109.6,118.7,108.1,7.65,2.5,19.08,2.61,313.4,Very Poor
2022-03-11,331.5,89.7,148.5,106.4,99.8,9.4,117.0,19.42,28.55,433.0,Severe
2022-03-12,384.3,318.2,91.6,52.2,156.1,6.64,84.4,12.6,13.88,454.0,Severe
2022-03-13,414.9,293.5,181.3,43.5,65.5,2.06,93.5,5.89,2.35,466.2,Severe
2022-03-14,409.4,422.5,10.9,49.7,200.8,1.38,135.4,5.41,10.66,464.0,Severe
2022-03-15,207.1,206.4,126.4,48.6,115.1,8.84,32.9,0.42,10.11,367.1,Very Poor
2022-03-16,423.9,217.0,170.6,70.1,203.4,3.68,167.3,9.17,18.91,469.7,Severe
2022-03-17,468.6,193.6,4.6,23.4,135.5,1.48,91.9,19.81,15.65,487.5,Severe
2022-03-18,274.1,117.5,138.7,37.5,40.8,0.45,90.0,19.67,11.19,410.2,Severe
2022-03-19,329.2,63.3,164.2,34.9,144.6,6.63,129.8,14.13,9.0,432.1,Severe
2022-03-20,154.7,149.4,119.9,136.0,215.9,5.3,109.8,14.81,16.56,326.9,Very Poor
2022-03-21,206.9,173.4,125.7,34.5,169.8,8.32,30.8,14.53,20.92,366.9,Very Poor
